65.78431372549021 79.54545454545455 35.18518518518518 48.796296296296305 
55.14705882352941 68.18181818181817 100.0 47.73148148148149 
49.90196078431374 79.54545454545455 50.0 50.0 
65.58823529411765 90.90909090909092 83.33333333333334 46.851851851851855 
47.69607843137255 79.54545454545455 74.07407407407408 47.175925925925945 
66.51960784313727 79.54545454545455 57.407407407407405 48.611111111111114 
83.33333333333331 68.18181818181817 66.66666666666666 46.89814814814815 
59.705882352941174 68.18181818181817 86.11111111111111 48.70370370370372 
64.16666666666669 56.81818181818181 54.629629629629626 49.9537037037037 
55.34313725490197 68.18181818181817 54.629629629629626 49.67592592592594 
55.53921568627451 56.81818181818181 69.44444444444444 50.0 
